event_id,match_id,line,slot,x,y,ball_x,ball_y,dx_from_line,attacker_idx
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,back,3.0,27.838670517738965,45.43291439923061,30.800000000000004,58.565000000000005,-1.9312539632413603,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,back,4.0,31.666931863993156,55.485127913592514,30.800000000000004,58.565000000000005,1.8970073830128307,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,mid,5.0,41.53546615253237,25.742827290036395,30.800000000000004,58.565000000000005,-0.17164397581928625,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,mid,6.0,45.606575622817346,40.944909214516024,30.800000000000004,58.565000000000005,3.8994654944656872,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,mid,7.0,37.00836173583711,47.08283921485662,30.800000000000004,58.565000000000005,-4.6987483925145455,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,mid,8.0,42.67803700221981,53.10858205765332,30.800000000000004,58.565000000000005,0.9709268738681516,
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,23.00160886264338,24.432651384781575,30.800000000000004,58.565000000000005,1.2939574939517016,0.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,43.52841662252193,26.8154233851404,30.800000000000004,58.565000000000005,21.820765253830253,1.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,22.403494087445246,30.07918255378876,30.800000000000004,58.565000000000005,0.6958427187535676,2.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,32.30017731922379,34.808934766365496,30.800000000000004,58.565000000000005,10.592525950532114,3.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,35.882433792052254,34.8299013278835,30.800000000000004,58.565000000000005,14.174782423360575,4.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,20.159804950720677,37.82974900867124,30.800000000000004,58.565000000000005,-1.5478464179710016,5.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,36.59345985004029,43.30425722057866,30.800000000000004,58.565000000000005,14.885808481348612,6.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,35.98076353542528,44.41208516764161,30.800000000000004,58.565000000000005,14.273112166733604,7.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,21.26569757395741,44.718491072403204,30.800000000000004,58.565000000000005,-0.44195379473426755,8.0
b3ed7d3b-658a-48f9-8abc-ade1a3481af2,3930158,att,,30.80000066757202,58.56500129699707,30.800000000000004,58.565000000000005,9.092349298880343,9.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,back,0.0,27.4132579860486,21.59483709412832,31.0625,65.36500000000001,-4.184906581152347,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,back,1.0,30.612034915731726,32.163492268391614,31.0625,65.36500000000001,-0.9861296514692199,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,back,2.0,27.3817032627508,45.654449825909495,31.0625,65.36500000000001,-4.216461304450146,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,back,3.0,40.22442433048701,46.15399472519391,31.0625,65.36500000000001,8.626259763286065,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,back,4.0,32.359402340986584,63.53123579577588,31.0625,65.36500000000001,0.7612377737856377,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,mid,5.0,47.13593747330047,19.62021480798809,31.0625,65.36500000000001,2.6255654199562954,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,mid,6.0,41.2112789338996,38.84331881731782,31.0625,65.36500000000001,-3.299093119444578,
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,mid,7.0,45.18389975283243,54.11645972911585,31.0625,65.36500000000001,0.673527699488254,
